ID	Stromal_score	Immune_score	ESTIMATE_score	CancerType
TCGA-SR-A6MX-01	-879.4263152	-694.750575	-1574.17689	PCPG
TCGA-WB-A80Y-01	-1123.274697	-632.0990438	-1755.373741	PCPG
TCGA-TT-A6YN-01	-1201.47326	-561.9388734	-1763.412134	PCPG
TCGA-QR-A6H6-01	-714.0514459	-581.8646189	-1295.916065	PCPG
TCGA-S7-A7WT-01	-1301.472392	-89.7751543	-1391.247546	PCPG
TCGA-SR-A6MT-01	-1101.526403	-688.4140437	-1789.940447	PCPG
TCGA-SP-A6QF-01	-974.8800293	707.0004386	-267.8795907	PCPG
TCGA-RX-A8JQ-01	-877.2970854	-502.6164685	-1379.913554	PCPG
TCGA-PR-A5PG-01	-1147.050965	-563.339661	-1710.390626	PCPG
TCGA-W2-A7HE-01	-610.6990356	657.9971205	47.2980848	PCPG
TCGA-SR-A6N0-01	-292.9281763	16.3457262	-276.5824502	PCPG
TCGA-WB-A81V-01	-942.9788504	-334.4707297	-1277.44958	PCPG
TCGA-QR-A703-01	-288.8934781	-171.2467573	-460.1402354	PCPG
TCGA-S7-A7WR-01	-1012.233007	-173.8908789	-1186.123886	PCPG
TCGA-QR-A707-01	-1566.960363	-1028.494996	-2595.455359	PCPG
TCGA-P8-A5KC-01	-121.0243037	15.013355	-106.0109486	PCPG
TCGA-S7-A7WQ-01	429.0843591	626.1972113	1055.28157	PCPG
TCGA-WB-A822-01	413.9994102	179.2818123	593.2812225	PCPG
TCGA-QT-A5XO-01	-784.7832466	-604.2030774	-1388.986324	PCPG
TCGA-SR-A6MR-01	-528.660429	61.269519	-467.3909101	PCPG
TCGA-QR-A70I-01	-419.2993441	-296.2742624	-715.5736065	PCPG
TCGA-RT-A6YA-01	-542.0819874	139.6492267	-402.4327607	PCPG
TCGA-RW-A681-01	-2099.562698	-1579.169859	-3678.732557	PCPG
TCGA-QR-A70M-01	-1162.706124	-360.3213694	-1523.027493	PCPG
TCGA-QR-A6H3-01	-404.4509011	-38.7192275	-443.1701287	PCPG
TCGA-WB-A80O-01	92.0371381	420.5712949	512.608433	PCPG
TCGA-WB-A80V-01	-1631.415035	-756.0349135	-2387.449948	PCPG
TCGA-S7-A7WU-01	-812.7895703	-574.3851923	-1387.174763	PCPG
TCGA-SR-A6MQ-01	-1157.485806	-405.0598561	-1562.545663	PCPG
TCGA-XG-A823-01	82.5360891	752.44106	834.9771491	PCPG
TCGA-P7-A5NX-01	-786.2401218	-518.2917836	-1304.531905	PCPG
TCGA-RM-A68W-01	-503.641689	-7.7902431	-511.4319321	PCPG
TCGA-W2-A7H7-01	-578.5738509	-117.3388835	-695.9127344	PCPG
TCGA-RW-A67X-01	359.8414527	762.5535949	1122.395048	PCPG
TCGA-RW-A68D-01	-1121.60634	-881.3340765	-2002.940417	PCPG
TCGA-QR-A70D-01	-838.3774239	-460.0183242	-1298.395748	PCPG
TCGA-TT-A6YK-01	-338.7994741	-96.9626422	-435.7621164	PCPG
TCGA-S7-A7WL-01	-1179.075772	-63.2585362	-1242.334308	PCPG
TCGA-QR-A70W-01	-1437.919143	-695.4398405	-2133.358984	PCPG
TCGA-EJ-7125-01	-673.432618	-214.8049462	-888.2375642	PRAD
TCGA-CH-5751-01	-200.0244863	1537.265772	1337.241286	PRAD
TCGA-KK-A7B3-01	-342.4103733	358.7744428	16.3640695	PRAD
TCGA-EJ-8468-01	-189.8094025	254.6408025	64.8314	PRAD
TCGA-ZG-A8QW-01	-478.6125113	311.542101	-167.0704103	PRAD
TCGA-J4-A83K-01	-986.0005991	-703.5357639	-1689.536363	PRAD
TCGA-ZG-A9MC-01	-29.9586777	1640.690361	1610.731684	PRAD
TCGA-HC-7742-01	-710.4463126	-705.6176303	-1416.063943	PRAD
TCGA-M7-A722-01	-1149.054217	-428.4523483	-1577.506565	PRAD
TCGA-VP-A879-01	-911.1212256	-893.0315933	-1804.152819	PRAD
TCGA-HC-8265-01	-403.1511662	218.7570159	-184.3941503	PRAD
TCGA-KK-A8I5-01	-754.5004552	-611.1723108	-1365.672766	PRAD
TCGA-KK-A8II-01	-1792.775145	-977.4498025	-2770.224947	PRAD
TCGA-CH-5752-01	-732.900478	-836.3389486	-1569.239427	PRAD
TCGA-ZG-A9L1-01	-699.0451666	-1158.966408	-1858.011574	PRAD
TCGA-YL-A8HJ-01	211.4799251	423.0434229	634.5233481	PRAD
TCGA-ZG-A9L5-01	-960.9010998	-629.224937	-1590.126037	PRAD
TCGA-XK-AAJT-01	-405.0239499	-6.906436	-411.930386	PRAD
TCGA-KK-A59X-01	-580.4074338	-416.1860756	-996.5935094	PRAD
TCGA-G9-7509-01	-1033.924749	-947.2913031	-1981.216052	PRAD
TCGA-J4-A67R-01	-695.5538061	425.2839773	-270.2698289	PRAD
TCGA-QU-A6IL-01	-1218.877432	-201.4822903	-1420.359723	PRAD
TCGA-V1-A9Z7-01	89.8261924	68.4464074	158.2725997	PRAD
TCGA-HC-7752-01	-933.6022889	-308.499788	-1242.102077	PRAD
TCGA-EJ-A65F-01	-485.0777282	-208.7465304	-693.8242585	PRAD
TCGA-HC-8261-01	-669.9558457	-192.2298349	-862.1856805	PRAD
TCGA-YL-A8HM-01	-738.8827894	360.5534679	-378.3293215	PRAD
TCGA-J9-A8CP-01	-479.6583107	-309.9836472	-789.6419579	PRAD
TCGA-V1-A8WS-01	-1271.630272	-997.3075326	-2268.937805	PRAD
TCGA-V1-A9Z8-01	-196.1660433	26.0048138	-170.1612295	PRAD
TCGA-XQ-A8TB-01	-389.2294673	-553.0038055	-942.2332728	PRAD
TCGA-HC-A6HY-01	-1421.114209	-604.0027303	-2025.116939	PRAD
TCGA-HC-A632-01	-105.7503372	863.8737344	758.1233971	PRAD
TCGA-G9-6353-01	-902.3647984	-768.2634062	-1670.628205	PRAD
TCGA-G9-6367-01	-885.3846578	-411.7603489	-1297.145007	PRAD
TCGA-G9-6342-01	-1154.446498	-570.7802054	-1725.226703	PRAD
TCGA-KK-A7AQ-01	-700.711628	-386.1457523	-1086.85738	PRAD
TCGA-EJ-A65M-01	-760.0764803	23.5184521	-736.5580282	PRAD
TCGA-FC-7961-01	-114.9243202	-237.0525643	-351.9768846	PRAD
TCGA-KK-A8I4-01	113.8535301	1063.803903	1177.657433	PRAD
TCGA-HC-A6AQ-01	-1180.334695	-312.3930786	-1492.727774	PRAD
TCGA-EJ-7789-01	-910.6021381	-756.151448	-1666.753586	PRAD
TCGA-ZG-A9M4-01	-933.9334677	722.5085474	-211.4249203	PRAD
TCGA-EJ-7793-01	-1211.112492	-839.4617529	-2050.574245	PRAD
TCGA-HC-7210-01	-171.2987816	152.4487607	-18.8500209	PRAD
TCGA-EJ-7782-01	-747.5526998	-433.2550094	-1180.807709	PRAD
TCGA-HC-A8CY-01	-1065.050463	145.9635237	-919.0869397	PRAD
TCGA-V1-A8MU-01	-305.9486503	356.402264	50.4536137	PRAD
TCGA-G9-6329-01	-635.8974818	9.6294434	-626.2680384	PRAD
TCGA-V1-A9OQ-01	-781.0191167	-193.5221362	-974.5412529	PRAD
TCGA-YL-A9WI-01	-916.1499208	-734.5826924	-1650.732613	PRAD
TCGA-EJ-7218-01	-1190.294536	-499.522277	-1689.816813	PRAD
TCGA-XK-AAJR-01	-779.1651782	-610.6298618	-1389.79504	PRAD
TCGA-ZG-A9LU-01	-997.7627819	319.2396907	-678.5230913	PRAD
TCGA-KC-A7F5-01	-1540.271997	-1348.780039	-2889.052036	PRAD
TCGA-QU-A6IP-01	-1092.649286	-580.3834723	-1673.032759	PRAD
TCGA-V1-A9O9-01	-520.8251899	1099.895894	579.0707042	PRAD
TCGA-EJ-A8FO-01	-1088.112132	-736.82705	-1824.939182	PRAD
TCGA-J4-A67L-01	-648.0269207	395.8232127	-252.203708	PRAD
TCGA-XQ-A8TA-01	-1911.41002	-1499.679595	-3411.089614	PRAD
TCGA-J4-A67O-01	-293.6803882	112.9297508	-180.7506375	PRAD
TCGA-HC-7230-01	-1448.857405	-937.5759512	-2386.433356	PRAD
TCGA-HC-A6AL-01	-652.7642978	174.4156241	-478.3486737	PRAD
TCGA-G9-6369-01	-952.148103	-798.0816792	-1750.229782	PRAD
TCGA-HC-7211-01	-1141.967458	-165.5306792	-1307.498137	PRAD
TCGA-4L-AA1F-01	1412.275279	1506.804442	2919.079721	PRAD
TCGA-EJ-5516-01	-89.1757944	98.4668975	9.2911031	PRAD
TCGA-ZG-A9LM-01	-286.8185169	-76.2459174	-363.0644343	PRAD
TCGA-ZG-A9LY-01	-556.5247125	-54.772928	-611.2976405	PRAD
TCGA-J4-A67K-01	-922.5256705	325.3327024	-597.1929682	PRAD
TCGA-VP-A87B-01	-866.0338337	-547.4052258	-1413.43906	PRAD
TCGA-CH-5792-01	-107.2982156	697.6404001	590.3421845	PRAD
TCGA-TP-A8TV-01	-1299.046723	-983.3906756	-2282.437399	PRAD
TCGA-J4-A83N-01	-1390.034211	-582.9687142	-1973.002925	PRAD
TCGA-EJ-5515-01	-940.858753	-696.5426293	-1637.401382	PRAD
TCGA-G9-6496-01	-594.8785394	-561.4752861	-1156.353825	PRAD
TCGA-V1-A8WV-01	-736.5633601	298.5501911	-438.013169	PRAD
TCGA-H9-7775-01	-761.6542171	-614.175014	-1375.829231	PRAD
TCGA-G9-6339-01	-1191.323549	-426.9855349	-1618.309084	PRAD
TCGA-VN-A88Q-01	-1400.060851	-648.4068612	-2048.467713	PRAD
TCGA-G9-6348-01	-390.6005715	-5.614753	-396.2153245	PRAD
TCGA-2A-A8VL-01	-1282.416614	-843.8610673	-2126.277681	PRAD
TCGA-V1-A9ZK-01	-808.920281	-529.9687115	-1338.888993	PRAD
TCGA-CH-5765-01	-1302.252578	-981.4004026	-2283.652981	PRAD
TCGA-G9-6377-01	-888.4527862	-173.6894653	-1062.142252	PRAD
TCGA-EJ-5511-01	-791.7748494	-786.3777469	-1578.152596	PRAD
TCGA-CH-5788-01	-1105.410319	-773.77451	-1879.184829	PRAD
TCGA-G9-6336-01	-1057.67713	-514.6361219	-1572.313252	PRAD
TCGA-V1-A8MG-01	-608.4782648	-178.6642704	-787.1425352	PRAD
TCGA-HC-7817-01	-134.9827459	570.8229082	435.8401623	PRAD
TCGA-HC-7818-01	-917.8530445	-70.7426857	-988.5957302	PRAD
TCGA-EJ-5497-01	-811.2351273	-306.2565907	-1117.491718	PRAD
TCGA-SU-A7E7-01	-896.9458322	1.8880309	-895.0578013	PRAD
TCGA-VN-A88N-01	-1314.749642	-770.3400477	-2085.08969	PRAD
TCGA-KK-A8IC-01	-344.6437199	-25.8463591	-370.4900789	PRAD
TCGA-G9-6356-01	-522.881577	251.2911097	-271.5904673	PRAD
TCGA-V1-A8MK-01	-915.287992	-476.5331309	-1391.821123	PRAD
TCGA-KK-A7AY-01	-1071.184093	-452.3576907	-1523.541784	PRAD
TCGA-J9-A52E-01	155.4216574	197.0444692	352.4661266	PRAD
TCGA-EJ-5503-01	-765.9922238	-3.1966343	-769.1888581	PRAD
TCGA-CH-5772-01	-748.3664499	-377.3782597	-1125.74471	PRAD
TCGA-EJ-A46E-01	-1015.529058	-253.5360732	-1269.065131	PRAD
TCGA-EJ-7331-01	-291.0252159	-54.1019822	-345.1271981	PRAD
TCGA-EJ-A65D-01	-1633.155596	-1406.793263	-3039.948859	PRAD
TCGA-V1-A8ML-01	-660.0889974	-679.6380816	-1339.727079	PRAD
TCGA-KK-A7B4-01	-754.588074	-49.2914805	-803.8795545	PRAD
TCGA-CH-5746-01	-1448.628167	-932.1861678	-2380.814335	PRAD
TCGA-HC-7750-01	-670.1884715	-454.3214493	-1124.509921	PRAD
TCGA-VP-A87K-01	-1429.634552	-693.1640537	-2122.798606	PRAD
TCGA-V1-A9OH-01	-717.5795459	-382.6040255	-1100.183571	PRAD
TCGA-CH-5771-01	4.564508	531.1906202	535.7551281	PRAD
TCGA-HC-7749-01	-600.2189852	-266.9224518	-867.141437	PRAD
TCGA-V1-A9OX-01	-914.1983937	5.0845745	-909.1138192	PRAD
TCGA-EJ-7314-01	-1484.0356	-727.5532177	-2211.588818	PRAD
TCGA-HC-7231-01	-1039.685471	48.878581	-990.8068896	PRAD
TCGA-VP-AA1N-01	-478.4991213	116.4611158	-362.0380055	PRAD
TCGA-KK-A6E8-01	-1183.41776	-879.611353	-2063.029113	PRAD
TCGA-HC-7075-01	-1274.121465	-288.4955438	-1562.617009	PRAD
TCGA-V1-A8WW-01	-783.4955857	-277.7284552	-1061.224041	PRAD
TCGA-KK-A6E3-01	-424.6897533	450.8156495	26.1258963	PRAD
TCGA-Y6-A9XI-01	-1283.882675	-732.6429505	-2016.525625	PRAD
TCGA-M7-A71Z-01	-1648.729746	-1193.617372	-2842.347118	PRAD
TCGA-EJ-A7NK-01	-1112.579433	-553.193715	-1665.773148	PRAD
TCGA-CH-5767-01	-1148.476595	-909.494036	-2057.970631	PRAD
TCGA-EJ-5495-01	-51.6527309	238.8873392	187.2346084	PRAD
TCGA-EJ-7784-01	-1201.302423	-617.9359399	-1819.238363	PRAD
TCGA-HC-8256-01	-1399.535383	-639.8049759	-2039.340359	PRAD
TCGA-CH-5790-01	-1306.532452	-467.6180057	-1774.150457	PRAD
TCGA-ZG-A8QX-01	-1083.633529	-442.3262191	-1525.959748	PRAD
TCGA-KK-A8IB-01	-602.2305231	417.2810157	-184.9495074	PRAD
TCGA-HC-8259-01	-1415.18825	-970.442211	-2385.630461	PRAD
TCGA-J4-A83L-01	-789.2390871	-622.4450836	-1411.684171	PRAD
TCGA-G9-6354-01	-1406.233997	-596.8967764	-2003.130774	PRAD
TCGA-H9-A6BX-01	-210.8377482	332.0257355	121.1879873	PRAD
TCGA-KK-A8I6-01	-1207.815781	-475.538075	-1683.353856	PRAD
TCGA-XJ-A83F-01	-932.5779065	-799.6283928	-1732.206299	PRAD
TCGA-CH-5794-01	-1328.908405	-587.9655555	-1916.87396	PRAD
TCGA-G9-7525-01	-507.048767	-494.6195517	-1001.668319	PRAD
TCGA-KK-A7B0-01	-411.4965002	910.9147167	499.4182166	PRAD
TCGA-KC-A4BR-01	-360.4366039	-358.632492	-719.0690959	PRAD
TCGA-YL-A9WL-01	-1185.076242	-1040.051365	-2225.127607	PRAD
TCGA-HC-8266-01	-302.2444312	1622.730331	1320.4859	PRAD
TCGA-XK-AAIW-01	-1454.218782	18.213416	-1436.005366	PRAD
TCGA-KK-A8I9-01	-353.1312087	312.1268601	-41.0043485	PRAD
TCGA-YL-A9WH-01	-1019.562993	-587.5350501	-1607.098043	PRAD
TCGA-V1-A9ZI-01	-240.7702787	143.6973027	-97.072976	PRAD
TCGA-HC-7819-01	-1536.975117	-934.4774739	-2471.452591	PRAD
TCGA-EJ-7330-01	-670.9999284	-493.7144986	-1164.714427	PRAD
TCGA-VN-A88R-01	-543.5424962	-379.2780002	-922.8204963	PRAD
TCGA-X4-A8KQ-01	-382.7675788	-48.9744348	-431.7420135	PRAD
TCGA-J4-A83J-01	-1122.69461	46.5187952	-1076.175815	PRAD
TCGA-KC-A7FA-01	-935.6581423	-275.8536223	-1211.511765	PRAD
TCGA-YL-A8SJ-01	-254.7619013	-737.3781485	-992.1400498	PRAD
TCGA-EJ-A6RA-01	-1063.025761	-307.0732543	-1370.099015	PRAD
TCGA-EJ-5530-01	-782.4390047	-745.3446678	-1527.783673	PRAD
TCGA-EJ-8470-01	-845.4732025	1207.095997	361.6227943	PRAD
TCGA-EJ-5510-01	-801.3870932	27.9480854	-773.4390079	PRAD
TCGA-EJ-5526-01	-394.6060278	-146.0944765	-540.7005043	PRAD
TCGA-HC-7748-01	-296.2470163	-74.2351585	-370.4821748	PRAD
TCGA-KC-A7FE-01	-325.2819811	-295.710178	-620.9921592	PRAD
TCGA-EJ-A8FU-01	-454.8068966	-49.4317498	-504.2386465	PRAD
TCGA-KK-A8IF-01	-1120.661342	-924.6897764	-2045.351119	PRAD
TCGA-HC-7081-01	563.3804437	340.4041397	903.7845834	PRAD
TCGA-EJ-AB20-01	64.8879854	419.6427995	484.5307849	PRAD
TCGA-HC-7736-01	-676.1365097	-114.5681942	-790.7047038	PRAD
TCGA-J9-A8CK-01	-96.2089926	-307.3383163	-403.547309	PRAD
TCGA-V1-A8WN-01	-985.1007868	-474.4876533	-1459.58844	PRAD
TCGA-XJ-A9DQ-01	-1072.998955	-661.768121	-1734.767076	PRAD
TCGA-EJ-A7NJ-01	-1285.366798	-167.2391943	-1452.605992	PRAD
TCGA-EJ-A65E-01	-1389.400529	-689.0513165	-2078.451846	PRAD
TCGA-EJ-7785-01	-406.9725036	96.9721743	-310.0003293	PRAD
TCGA-G9-A9S4-01	-1498.123498	-893.5024701	-2391.625968	PRAD
TCGA-HI-7170-01	-64.1379687	287.6381327	223.5001639	PRAD
TCGA-G9-7523-01	762.1923447	678.3271741	1440.519519	PRAD
TCGA-TK-A8OK-01	553.4201042	-98.6754232	454.744681	PRAD
TCGA-EJ-7325-01	-983.9305393	-506.4739553	-1490.404495	PRAD
TCGA-HC-8257-01	-858.0996076	-325.057196	-1183.156804	PRAD
TCGA-FC-A4JI-01	-1751.600363	-480.9843734	-2232.584736	PRAD
TCGA-HI-7169-01	-486.9969093	-476.496786	-963.4936953	PRAD
TCGA-CH-5753-01	-1311.182555	-269.3114485	-1580.494003	PRAD
TCGA-HC-7740-01	-15.0118558	149.5082408	134.4963851	PRAD
TCGA-KK-A7B2-01	-329.067022	934.3438226	605.2768006	PRAD
TCGA-HC-A9TH-01	-404.4315421	-35.5912201	-440.0227622	PRAD
TCGA-M7-A723-01	-271.2344526	686.2735666	415.039114	PRAD
TCGA-CH-5754-01	-503.7098244	633.7930707	130.0832463	PRAD
TCGA-KK-A7AZ-01	-1049.391404	-699.4228801	-1748.814284	PRAD
TCGA-G9-6384-01	-648.6991256	-301.7524476	-950.4515732	PRAD
TCGA-ZG-A9L0-01	102.901634	669.0722132	771.9738471	PRAD
TCGA-EJ-A7NN-01	-738.6402057	68.0484686	-670.5917371	PRAD
TCGA-ZG-A9ND-01	-1329.372204	-702.9519565	-2032.324161	PRAD
TCGA-EJ-A8FS-01	-1557.303603	-822.8383924	-2380.141996	PRAD
TCGA-EJ-7781-01	-800.8473153	-136.413573	-937.2608882	PRAD
TCGA-HC-A631-01	-1126.96297	-880.1287189	-2007.091689	PRAD
TCGA-KK-A8ID-01	-1414.182951	-689.5467717	-2103.729723	PRAD
TCGA-XK-AAIR-01	-767.3458949	-74.2034278	-841.5493227	PRAD
TCGA-YL-A9WJ-01	-507.8854788	120.3323835	-387.5530953	PRAD
TCGA-V1-A9Z9-01	-534.5408383	-411.9934924	-946.5343307	PRAD
TCGA-YL-A8SR-01	-755.097581	-653.7736246	-1408.871206	PRAD
TCGA-EJ-A8FP-01	-637.9297907	-31.5271144	-669.4569051	PRAD
TCGA-EJ-8474-01	-523.0656151	-466.6052572	-989.6708723	PRAD
TCGA-J4-A67S-01	-1231.682042	-13.9338858	-1245.615928	PRAD
TCGA-EJ-A46I-01	-1103.285023	-593.7177107	-1697.002734	PRAD
TCGA-QU-A6IM-01	-1001.383694	540.0358601	-461.3478335	PRAD
TCGA-XJ-A9DK-01	-956.364252	-270.5455364	-1226.909789	PRAD
TCGA-FC-A66V-01	-1088.762606	-120.9934192	-1209.756025	PRAD
TCGA-YL-A8HL-01	-1304.121278	-1072.29293	-2376.414208	PRAD
TCGA-HC-8260-01	-857.4885737	-395.5879164	-1253.07649	PRAD
TCGA-CH-5745-01	-533.6391343	258.1496003	-275.489534	PRAD
TCGA-EJ-8472-01	-935.5716299	-806.9680143	-1742.539644	PRAD
TCGA-KK-A6E5-01	-786.2610178	-285.2077311	-1071.468749	PRAD
TCGA-G9-6370-01	-680.1460907	-152.2057826	-832.3518733	PRAD
TCGA-HC-A6AO-01	-1086.132424	410.9478385	-675.1845855	PRAD
TCGA-G9-6366-01	-1182.721628	-746.592245	-1929.313873	PRAD
TCGA-G9-6351-01	-1171.192485	-804.7765469	-1975.969032	PRAD
TCGA-ZG-A9LN-01	-2.9934379	1526.113476	1523.120038	PRAD
TCGA-XJ-A9DI-01	-355.2726608	727.6544386	372.3817778	PRAD
TCGA-H9-A6BY-01	-1308.906778	-1056.762761	-2365.669538	PRAD
TCGA-HC-A4ZV-01	-188.2377211	469.7632115	281.5254904	PRAD
TCGA-G9-6385-01	-806.9248749	-490.8071409	-1297.732016	PRAD
TCGA-EJ-7788-01	-431.4545344	-359.4228723	-790.8774068	PRAD
TCGA-EJ-7783-01	-868.2563391	-284.8257485	-1153.082088	PRAD
TCGA-EJ-5507-01	-775.2189312	-69.7909139	-845.0098451	PRAD
TCGA-EJ-5504-01	-242.0196139	-376.4015294	-618.4211434	PRAD
TCGA-2A-A8VT-01	-1220.068877	-594.3776043	-1814.446482	PRAD
TCGA-EJ-5512-01	-1145.915323	-679.1632027	-1825.078526	PRAD
TCGA-EJ-7115-01	-602.6392627	-528.4562824	-1131.095545	PRAD
TCGA-YL-A8SH-01	-921.8921361	-502.4533589	-1424.345495	PRAD
TCGA-VN-A88M-01	-1353.339666	-819.5102623	-2172.849928	PRAD
TCGA-XK-AAK1-01	-1185.640078	-408.6976726	-1594.337751	PRAD
TCGA-YL-A9WX-01	-723.2551428	152.6492004	-570.6059424	PRAD
TCGA-J4-A6G3-01	-677.382632	623.3793202	-54.0033118	PRAD
TCGA-J4-A67N-01	-1021.71872	119.2745162	-902.444204	PRAD
TCGA-HC-7820-01	-1331.093387	-730.7989544	-2061.892342	PRAD
TCGA-ZG-A9NI-01	-110.0137242	-366.3124637	-476.3261879	PRAD
TCGA-V1-A9OT-01	-923.0232315	-181.9819722	-1105.005204	PRAD
TCGA-KK-A6E4-01	-1288.668201	-392.6770994	-1681.3453	PRAD
TCGA-J4-A67M-01	-307.1334006	653.74561	346.6122094	PRAD
TCGA-YL-A8SC-01	-630.9922726	206.5630315	-424.429241	PRAD
TCGA-EJ-5524-01	-137.6026902	132.1789144	-5.4237757	PRAD
TCGA-V1-A9O7-01	-158.6826622	18.8542349	-139.8284273	PRAD
TCGA-CH-5763-01	-409.5457067	-183.9647891	-593.5104958	PRAD
TCGA-HC-7213-01	-666.6998498	-92.5480253	-759.2478751	PRAD
TCGA-HC-7209-01	-1060.314993	-411.9015396	-1472.216533	PRAD
TCGA-M7-A71Y-01	-917.9540522	-412.0454424	-1329.999495	PRAD
TCGA-J4-A6M7-01	-1097.019	-1017.011696	-2114.030697	PRAD
TCGA-KK-A6E0-01	-1274.08872	-621.4723432	-1895.561063	PRAD
TCGA-FC-A6HD-01	-1537.13917	-584.9128236	-2122.051994	PRAD
TCGA-EJ-5499-01	-861.5720263	77.962618	-783.6094083	PRAD
TCGA-KK-A6DY-01	-1055.787841	-56.5808737	-1112.368715	PRAD
TCGA-CH-5764-01	-991.8840242	-278.8509126	-1270.734937	PRAD
TCGA-G9-6363-01	-730.0120234	-241.8412198	-971.8532432	PRAD
TCGA-ZG-A9L2-01	308.4372531	631.4068306	939.8440837	PRAD
TCGA-VN-A88L-01	-637.6506	-734.0885148	-1371.739115	PRAD
TCGA-G9-6498-01	-405.1511625	741.4333217	336.2821592	PRAD
TCGA-EJ-5496-01	-1483.385248	-820.0247805	-2303.410029	PRAD
TCGA-KK-A8IA-01	-1153.180978	-801.4626215	-1954.6436	PRAD
TCGA-EJ-5509-01	-470.9562807	328.7818235	-142.1744572	PRAD
TCGA-V1-A9OF-01	-1409.101763	-592.5648621	-2001.666625	PRAD
TCGA-XA-A8JR-01	-844.5323795	-398.8400395	-1243.372419	PRAD
TCGA-HC-7821-01	54.1426263	317.9627057	372.105332	PRAD
TCGA-KC-A7F6-01	-1078.965507	-430.1942159	-1509.159723	PRAD
TCGA-M7-A721-01	-861.2249808	-337.3784927	-1198.603474	PRAD
TCGA-XJ-A83G-01	-1331.462979	-670.7816345	-2002.244613	PRAD
TCGA-V1-A8MJ-01	-806.3232273	577.7335226	-228.5897047	PRAD
TCGA-V1-A8X3-01	-757.6505384	-498.4578068	-1256.108345	PRAD
TCGA-TP-A8TT-01	-451.867567	740.447389	288.5798221	PRAD
TCGA-EJ-5522-01	-750.7755973	-89.7833603	-840.5589576	PRAD
TCGA-YL-A8SA-01	-1579.641027	-824.4419732	-2404.083	PRAD
TCGA-ZG-A9L9-01	201.6578934	460.4272798	662.0851732	PRAD
TCGA-EJ-A46H-01	-240.869408	365.0899047	124.2204968	PRAD
TCGA-Y6-A8TL-01	-933.1399309	-703.8022357	-1636.942167	PRAD
TCGA-HC-7233-01	-243.2049042	579.0318725	335.8269683	PRAD
TCGA-CH-5744-01	-1124.521103	-289.1924927	-1413.713596	PRAD
TCGA-V1-A9OA-01	-363.2321491	-201.2881804	-564.5203295	PRAD
TCGA-VP-A87J-01	-1117.060193	-792.8752892	-1909.935482	PRAD
TCGA-EJ-7321-01	-1135.194619	-47.5627725	-1182.757392	PRAD
TCGA-EJ-5521-01	-902.3638817	-227.8543582	-1130.21824	PRAD
TCGA-KK-A7AU-01	-1950.155427	-1134.347856	-3084.503283	PRAD
TCGA-HC-7744-01	-1317.865572	-805.1942555	-2123.059828	PRAD
TCGA-CH-5740-01	-1090.059065	-312.1367429	-1402.195808	PRAD
TCGA-J9-A52C-01	128.587772	607.740872	736.328644	PRAD
TCGA-WW-A8ZI-01	-1137.604421	-427.5546768	-1565.159098	PRAD
TCGA-EJ-A7NM-01	-626.5063767	576.7241214	-49.7822554	PRAD
TCGA-VP-A87E-01	-285.4302762	715.3557675	429.9254913	PRAD
TCGA-EJ-A65J-01	-766.4285046	-463.2706323	-1229.699137	PRAD
TCGA-EJ-7123-01	-1055.99579	-725.2913781	-1781.287168	PRAD
TCGA-EJ-7312-01	-1073.470849	-541.7497723	-1615.220621	PRAD
TCGA-HC-A48F-01	-1013.207612	-1122.765284	-2135.972896	PRAD
TCGA-KK-A6E6-01	-467.2973222	-147.7153712	-615.0126933	PRAD
TCGA-EJ-7797-01	-1112.397999	-309.2410199	-1421.639019	PRAD
TCGA-EJ-7786-01	-772.4629582	-613.2537546	-1385.716713	PRAD
TCGA-EJ-A7NF-01	-1612.590197	-741.8851175	-2354.475315	PRAD
TCGA-G9-6361-01	-449.4151966	-666.9595798	-1116.374776	PRAD
TCGA-HC-7077-01	-1539.628195	-1068.752765	-2608.380961	PRAD
TCGA-CH-5769-01	-782.1387265	-302.370654	-1084.509381	PRAD
TCGA-G9-6499-01	-1263.860504	-298.0632899	-1561.923794	PRAD
TCGA-G9-6365-01	-334.4396703	-288.0455493	-622.4852196	PRAD
TCGA-G9-7510-01	-363.6467565	-116.2051358	-479.8518923	PRAD
TCGA-J4-AAU2-01	-1065.950393	-508.1645768	-1574.11497	PRAD
TCGA-CH-5750-01	-1030.838144	284.6849401	-746.1532037	PRAD
TCGA-EJ-A65B-01	-479.7630364	-207.4238668	-687.1869032	PRAD
TCGA-XJ-A83H-01	-1315.264078	-493.4713518	-1808.73543	PRAD
TCGA-ZG-A8QY-01	-569.6669344	-691.0964719	-1260.763406	PRAD
TCGA-CH-5791-01	-823.7112493	-336.8772763	-1160.588526	PRAD
TCGA-YL-A9WY-01	45.9610741	1000.973182	1046.934256	PRAD
TCGA-J4-A83M-01	-1084.243138	-319.2266942	-1403.469832	PRAD
TCGA-KK-A8I7-01	-383.3538599	235.0489191	-148.3049407	PRAD
TCGA-KK-A7B1-01	-386.3609925	-437.6292169	-823.9902094	PRAD
TCGA-J4-A83I-01	-781.8374292	-230.3889355	-1012.226365	PRAD
TCGA-M7-A724-01	-1850.786852	-1159.097708	-3009.88456	PRAD
TCGA-KK-A8IM-01	-686.7527819	-150.7747085	-837.5274904	PRAD
TCGA-XK-AAIV-01	-84.5316883	1352.823176	1268.291488	PRAD
TCGA-HC-8262-01	-1296.589369	-757.273013	-2053.862382	PRAD
